date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2021-03-21,-1.02,6.06,450,"1991-03-14 2020-03-28",82.23,11.17,450,"1991-03-14 2020-03-28",6.02,5.88,450,"1991-03-14 2020-03-28",30.12,11.13,450,"1991-03-14 2020-03-28",-8.1,6.1,450,"1991-03-14 2020-03-28",49.48,14.62,450,"1991-03-14 2020-03-28",-3.02,4.87,450,"1991-03-14 2020-03-28",6.08,5.54,450,"1991-03-14 2020-03-28",1.17,3.28,448,"1991-03-14 2020-03-28",0.83,2.79,448,"1991-03-14 2020-03-28",0.34,1.48,448,"1991-03-14 2020-03-28",1.5,3.57,384,"1991-03-14 2020-03-23",,,,
2021-03-20,-1.29,6.07,450,"1991-03-13 2020-03-27",82.34,11.07,450,"1991-03-13 2020-03-27",5.62,5.94,450,"1991-03-13 2020-03-27",30.19,11.07,450,"1991-03-13 2020-03-27",-8.43,6.12,450,"1991-03-13 2020-03-27",49.51,14.41,450,"1991-03-13 2020-03-27",-3.33,4.94,450,"1991-03-13 2020-03-27",6.12,5.65,450,"1991-03-13 2020-03-27",1.22,3.5,447,"1991-03-13 2020-03-27",0.86,3.06,447,"1991-03-13 2020-03-27",0.36,1.49,447,"1991-03-13 2020-03-27",1.8,3.9,387,"1991-03-13 2020-03-23",,,,
2021-03-19,-1.53,6.05,450,"1991-03-12 2020-03-26",82.35,10.95,450,"1991-03-12 2020-03-26",5.28,5.92,450,"1991-03-12 2020-03-26",30.48,10.94,450,"1991-03-12 2020-03-26",-8.74,6.07,450,"1991-03-12 2020-03-26",49.53,14.25,450,"1991-03-12 2020-03-26",-3.62,4.99,450,"1991-03-12 2020-03-26",6.27,5.75,450,"1991-03-12 2020-03-26",1.19,3.11,447,"1991-03-12 2020-03-26",0.8,2.58,447,"1991-03-12 2020-03-26",0.4,1.58,447,"1991-03-12 2020-03-26",2,4.23,390,"1991-03-12 2020-03-23",,,,
2021-03-18,-1.68,5.94,450,"1991-03-11 2020-03-25",82.39,10.81,450,"1991-03-11 2020-03-25",5.04,5.91,450,"1991-03-11 2020-03-25",30.76,11.16,450,"1991-03-11 2020-03-25",-8.94,5.97,450,"1991-03-11 2020-03-25",49.69,13.85,450,"1991-03-11 2020-03-25",-3.85,5.06,450,"1991-03-11 2020-03-25",6.27,5.8,450,"1991-03-11 2020-03-25",1.22,3.14,447,"1991-03-11 2020-03-25",0.82,2.64,447,"1991-03-11 2020-03-25",0.41,1.57,447,"1991-03-11 2020-03-25",2.3,4.57,392,"1991-03-11 2020-03-23",,,,
2021-03-17,-1.85,5.97,450,"1991-03-10 2020-03-24",82.58,10.66,450,"1991-03-10 2020-03-24",4.76,5.9,450,"1991-03-10 2020-03-24",30.85,11.36,450,"1991-03-10 2020-03-24",-9.07,5.98,450,"1991-03-10 2020-03-24",50.23,13.69,450,"1991-03-10 2020-03-24",-4.09,5.15,450,"1991-03-10 2020-03-24",6.33,5.88,450,"1991-03-10 2020-03-24",1.26,3.18,446,"1991-03-10 2020-03-24",0.85,2.71,446,"1991-03-10 2020-03-24",0.42,1.57,446,"1991-03-10 2020-03-24",2.5,4.9,393,"1991-03-10 2020-03-23",,,,
2021-03-16,-1.85,6.09,450,"1991-03-09 2020-03-23",82.72,10.61,450,"1991-03-09 2020-03-23",4.66,6.09,450,"1991-03-09 2020-03-23",31.27,11.47,450,"1991-03-09 2020-03-23",-9.2,6.07,450,"1991-03-09 2020-03-23",50.52,13.33,450,"1991-03-09 2020-03-23",-4.26,5.27,450,"1991-03-09 2020-03-23",6.45,5.87,450,"1991-03-09 2020-03-23",1.33,3.29,446,"1991-03-09 2020-03-23",0.89,2.82,446,"1991-03-09 2020-03-23",0.46,1.65,446,"1991-03-09 2020-03-23",2.8,5.25,394,"1991-03-09 2020-03-23",,,,
2021-03-15,-1.83,6.11,450,"1991-03-08 2020-03-22",82.93,10.44,450,"1991-03-08 2020-03-22",4.54,6.2,450,"1991-03-08 2020-03-22",31.3,11.56,450,"1991-03-08 2020-03-22",-9.23,6.06,450,"1991-03-08 2020-03-22",51.1,13.33,450,"1991-03-08 2020-03-22",-4.38,5.31,450,"1991-03-08 2020-03-22",6.48,5.97,450,"1991-03-08 2020-03-22",1.39,3.41,446,"1991-03-08 2020-03-22",0.94,2.97,446,"1991-03-08 2020-03-22",0.47,1.64,446,"1991-03-08 2020-03-22",3.1,5.51,395,"1991-03-08 2020-03-16",,,,
2021-03-14,-1.85,6.15,450,"1991-03-07 2020-03-21",83.08,10.38,450,"1991-03-07 2020-03-21",4.46,6.24,450,"1991-03-07 2020-03-21",31.02,11.56,450,"1991-03-07 2020-03-21",-9.26,6.08,450,"1991-03-07 2020-03-21",51.58,13.51,450,"1991-03-07 2020-03-21",-4.51,5.42,450,"1991-03-07 2020-03-21",6.18,5.96,450,"1991-03-07 2020-03-21",1.48,3.68,446,"1991-03-07 2020-03-21",1.02,3.28,446,"1991-03-07 2020-03-21",0.47,1.64,446,"1991-03-07 2020-03-21",3.5,5.83,398,"1991-03-07 2020-03-16",,,,
2021-03-13,-2.02,6.2,450,"1991-03-06 2020-03-20",83.2,10.19,450,"1991-03-06 2020-03-20",4.21,6.35,450,"1991-03-06 2020-03-20",30.94,11.43,450,"1991-03-06 2020-03-20",-9.41,6.08,450,"1991-03-06 2020-03-20",51.84,13.13,450,"1991-03-06 2020-03-20",-4.73,5.51,450,"1991-03-06 2020-03-20",6.18,5.95,450,"1991-03-06 2020-03-20",1.48,3.64,446,"1991-03-06 2020-03-20",1,3.26,446,"1991-03-06 2020-03-20",0.52,1.68,446,"1991-03-06 2020-03-20",3.8,6.15,402,"1991-03-06 2020-03-16",,,,
2021-03-12,-2.29,6.22,450,"1991-03-05 2020-03-19",83.17,10.14,450,"1991-03-05 2020-03-19",3.93,6.4,450,"1991-03-05 2020-03-19",30.99,11.28,450,"1991-03-05 2020-03-19",-9.67,6.13,450,"1991-03-05 2020-03-19",51.91,13.21,450,"1991-03-05 2020-03-19",-5.03,5.58,450,"1991-03-05 2020-03-19",6.18,5.89,450,"1991-03-05 2020-03-19",1.59,3.84,447,"1991-03-05 2020-03-19",1.02,3.39,447,"1991-03-05 2020-03-19",0.62,1.91,447,"1991-03-05 2020-03-19",4.1,6.37,407,"1991-03-05 2020-03-16",,,,
2021-03-11,-2.52,6.22,450,"1991-03-04 2020-03-18",83.32,9.94,450,"1991-03-04 2020-03-18",3.61,6.4,450,"1991-03-04 2020-03-18",31.2,11.38,450,"1991-03-04 2020-03-18",-9.91,6.09,450,"1991-03-04 2020-03-18",52.13,12.9,450,"1991-03-04 2020-03-18",-5.31,5.58,450,"1991-03-04 2020-03-18",6.37,6.05,450,"1991-03-04 2020-03-18",1.61,3.86,447,"1991-03-04 2020-03-18",0.99,3.36,447,"1991-03-04 2020-03-18",0.68,1.96,447,"1991-03-04 2020-03-18",4.4,6.52,410,"1991-03-04 2020-03-16",,,,
2021-03-10,-2.75,6.32,450,"1991-03-03 2020-03-17",83.49,9.68,450,"1991-03-03 2020-03-17",3.26,6.41,450,"1991-03-03 2020-03-17",31.26,11.35,450,"1991-03-03 2020-03-17",-10.08,6.24,450,"1991-03-03 2020-03-17",52.71,12.89,450,"1991-03-03 2020-03-17",-5.59,5.67,450,"1991-03-03 2020-03-17",6.36,6.13,450,"1991-03-03 2020-03-17",1.62,3.84,447,"1991-03-03 2020-03-17",0.98,3.33,447,"1991-03-03 2020-03-17",0.69,1.99,447,"1991-03-03 2020-03-17",4.6,6.67,412,"1991-03-03 2020-03-16",,,,
2021-03-09,-2.82,6.38,450,"1991-03-02 2020-03-16",83.71,9.46,450,"1991-03-02 2020-03-16",3,6.39,450,"1991-03-02 2020-03-16",31.37,11.36,450,"1991-03-02 2020-03-16",-10.1,6.24,450,"1991-03-02 2020-03-16",53.42,12.53,450,"1991-03-02 2020-03-16",-5.7,5.7,450,"1991-03-02 2020-03-16",6.41,6.23,450,"1991-03-02 2020-03-16",1.7,3.88,447,"1991-03-02 2020-03-16",1.04,3.37,447,"1991-03-02 2020-03-16",0.72,2.01,447,"1991-03-02 2020-03-16",4.9,6.82,415,"1991-03-02 2020-03-16",,,,
2021-03-08,-2.79,6.37,450,"1991-03-01 2020-03-15",84.05,9.28,450,"1991-03-01 2020-03-15",2.85,6.28,450,"1991-03-01 2020-03-15",31.46,11.45,450,"1991-03-01 2020-03-15",-10.11,6.18,450,"1991-03-01 2020-03-15",54.24,12.47,450,"1991-03-01 2020-03-15",-5.79,5.66,450,"1991-03-01 2020-03-15",6.19,6.2,450,"1991-03-01 2020-03-15",1.8,4.01,447,"1991-03-01 2020-03-15",1.09,3.5,447,"1991-03-01 2020-03-15",0.77,2.07,447,"1991-03-01 2020-03-15",5.1,6.94,416,"1991-03-01 2020-03-06",,,,
2021-03-07,-3,6.43,450,"1991-02-28 2020-03-14",84.08,9.4,450,"1991-02-28 2020-03-14",2.54,6.25,450,"1991-02-28 2020-03-14",31.09,11.33,450,"1991-02-28 2020-03-14",-10.36,6.31,450,"1991-02-28 2020-03-14",54.68,12.43,450,"1991-02-28 2020-03-14",-6.1,5.81,450,"1991-02-28 2020-03-14",6.05,6.02,450,"1991-02-28 2020-03-14",1.89,4.07,447,"1991-02-28 2020-03-14",1.14,3.57,447,"1991-02-28 2020-03-14",0.8,2.09,447,"1991-02-28 2020-03-14",5.3,7,416,"1991-02-28 2020-03-06",,,,
2021-03-06,-3.22,6.46,450,"1991-02-27 2020-03-13",84.01,9.51,450,"1991-02-27 2020-03-13",2.27,6.22,450,"1991-02-27 2020-03-13",30.99,11.2,450,"1991-02-27 2020-03-13",-10.65,6.39,450,"1991-02-27 2020-03-13",54.92,12.74,450,"1991-02-27 2020-03-13",-6.42,5.89,450,"1991-02-27 2020-03-13",6,5.99,450,"1991-02-27 2020-03-13",1.91,4.11,447,"1991-02-27 2020-03-13",1.13,3.55,447,"1991-02-27 2020-03-13",0.83,2.22,447,"1991-02-27 2020-03-13",5.4,6.96,415,"1991-02-27 2020-03-06",,,,
2021-03-05,-3.45,6.44,450,"1991-02-26 2020-03-12",83.98,9.52,450,"1991-02-26 2020-03-12",2.04,6.22,450,"1991-02-26 2020-03-12",31.14,11.35,450,"1991-02-26 2020-03-12",-10.78,6.44,450,"1991-02-26 2020-03-12",55.32,12.7,450,"1991-02-26 2020-03-12",-6.61,5.93,450,"1991-02-26 2020-03-12",6.05,6.01,450,"1991-02-26 2020-03-12",1.92,4,448,"1991-02-26 2020-03-12",1.09,3.34,448,"1991-02-26 2020-03-12",0.88,2.29,448,"1991-02-26 2020-03-12",5.5,6.95,417,"1991-02-26 2020-03-06",,,,
2021-03-04,-3.51,6.43,450,"1991-02-25 2020-03-11",84.1,9.52,450,"1991-02-25 2020-03-11",1.9,6.24,450,"1991-02-25 2020-03-11",31.24,11.69,450,"1991-02-25 2020-03-11",-10.8,6.43,450,"1991-02-25 2020-03-11",55.78,12.57,450,"1991-02-25 2020-03-11",-6.73,5.96,450,"1991-02-25 2020-03-11",5.97,5.96,450,"1991-02-25 2020-03-11",1.95,3.97,448,"1991-02-25 2020-03-11",1.09,3.3,448,"1991-02-25 2020-03-11",0.91,2.31,448,"1991-02-25 2020-03-11",5.5,6.93,419,"1991-02-25 2020-03-06",,,,
2021-03-03,-3.56,6.41,450,"1991-02-24 2020-03-10",84.29,9.43,450,"1991-02-24 2020-03-10",1.72,6.18,450,"1991-02-24 2020-03-10",31.12,11.69,450,"1991-02-24 2020-03-10",-10.89,6.5,450,"1991-02-24 2020-03-10",56.26,12.73,450,"1991-02-24 2020-03-10",-6.85,5.97,450,"1991-02-24 2020-03-10",5.94,5.89,450,"1991-02-24 2020-03-10",1.95,3.94,448,"1991-02-24 2020-03-10",1.07,3.26,448,"1991-02-24 2020-03-10",0.93,2.31,448,"1991-02-24 2020-03-10",5.5,6.91,420,"1991-02-24 2020-03-06",,,,
2021-03-02,-3.67,6.39,450,"1991-02-23 2020-03-09",84.27,9.52,450,"1991-02-23 2020-03-09",1.6,6.2,450,"1991-02-23 2020-03-09",31.13,11.76,450,"1991-02-23 2020-03-09",-10.96,6.5,450,"1991-02-23 2020-03-09",56.11,12.56,450,"1991-02-23 2020-03-09",-6.92,5.99,450,"1991-02-23 2020-03-09",5.95,5.85,450,"1991-02-23 2020-03-09",1.97,4.06,449,"1991-02-23 2020-03-09",1.06,3.32,449,"1991-02-23 2020-03-09",0.96,2.34,449,"1991-02-23 2020-03-09",5.5,6.89,422,"1991-02-23 2020-03-06",,,,
2021-03-01,-3.78,6.24,450,"1991-02-22 2020-03-08",84.27,9.67,450,"1991-02-22 2020-03-08",1.39,5.91,450,"1991-02-22 2020-03-08",30.82,11.83,450,"1991-02-22 2020-03-08",-10.99,6.5,450,"1991-02-22 2020-03-08",56.5,13.03,450,"1991-02-22 2020-03-08",-6.98,5.94,450,"1991-02-22 2020-03-08",5.88,5.89,450,"1991-02-22 2020-03-08",1.93,3.99,449,"1991-02-22 2020-03-08",1.01,3.23,449,"1991-02-22 2020-03-08",0.97,2.35,449,"1991-02-22 2020-03-08",5.4,6.83,422,"1991-02-22 2020-03-06",,,,
2021-02-28,-3.79,6.19,450,"1991-02-21 2020-03-06",84.47,9.73,450,"1991-02-21 2020-03-06",1.29,5.67,450,"1991-02-21 2020-03-06",30.86,11.73,450,"1991-02-21 2020-03-06",-11.07,6.44,450,"1991-02-21 2020-03-06",56.77,13.19,450,"1991-02-21 2020-03-06",-7.04,5.84,450,"1991-02-21 2020-03-06",5.82,5.79,450,"1991-02-21 2020-03-06",1.92,3.99,447,"1991-02-21 2020-03-06",1.03,3.25,447,"1991-02-21 2020-03-06",0.94,2.33,448,"1991-02-21 2020-03-06",5.3,6.75,419,"1991-02-21 2020-03-06",,,,
2021-02-27,-3.83,6.23,450,"1991-02-20 2020-03-05",84.49,9.78,450,"1991-02-20 2020-03-05",1.21,5.68,450,"1991-02-20 2020-03-05",30.9,11.76,450,"1991-02-20 2020-03-05",-11,6.51,450,"1991-02-20 2020-03-05",57.04,13.24,450,"1991-02-20 2020-03-05",-7,5.87,450,"1991-02-20 2020-03-05",5.89,5.81,450,"1991-02-20 2020-03-05",1.93,3.85,448,"1991-02-20 2020-03-05",1.01,3.03,448,"1991-02-20 2020-03-05",0.97,2.36,449,"1991-02-20 2020-03-05",5.1,6.61,419,"1991-02-20 2020-03-05",,,,
2021-02-26,-3.8,6.19,450,"1991-02-19 2020-03-04",84.34,9.78,450,"1991-02-19 2020-03-04",1.22,5.62,450,"1991-02-19 2020-03-04",31.03,11.8,450,"1991-02-19 2020-03-04",-11.04,6.52,450,"1991-02-19 2020-03-04",57.33,13.12,450,"1991-02-19 2020-03-04",-7.05,5.86,450,"1991-02-19 2020-03-04",5.96,5.89,450,"1991-02-19 2020-03-04",1.84,3.79,447,"1991-02-19 2020-03-04",1.01,3.01,447,"1991-02-19 2020-03-04",0.85,2.18,449,"1991-02-19 2020-03-04",5.1,6.53,420,"1991-02-19 2020-03-04",,,,
2021-02-25,-3.77,6.26,450,"1991-02-18 2020-03-03",84.52,9.75,450,"1991-02-18 2020-03-03",1.16,5.72,450,"1991-02-18 2020-03-03",31.34,11.98,450,"1991-02-18 2020-03-03",-11.05,6.54,450,"1991-02-18 2020-03-03",57.64,13.03,450,"1991-02-18 2020-03-03",-7.07,5.92,450,"1991-02-18 2020-03-03",5.86,5.81,450,"1991-02-18 2020-03-03",1.79,3.64,447,"1991-02-18 2020-03-03",0.99,2.91,447,"1991-02-18 2020-03-03",0.82,2.06,449,"1991-02-18 2020-03-03",5.1,6.47,422,"1991-02-18 2020-03-03",,,,
2021-02-24,-3.77,6.26,450,"1991-02-17 2020-03-02",84.68,9.62,450,"1991-02-17 2020-03-02",1.08,5.73,450,"1991-02-17 2020-03-02",31.18,11.87,450,"1991-02-17 2020-03-02",-11.17,6.58,450,"1991-02-17 2020-03-02",58,12.9,450,"1991-02-17 2020-03-02",-7.25,5.98,450,"1991-02-17 2020-03-02",5.61,5.6,450,"1991-02-17 2020-03-02",1.83,3.85,447,"1991-02-17 2020-03-02",1.05,3.18,447,"1991-02-17 2020-03-02",0.8,2.04,449,"1991-02-17 2020-03-02",5.3,6.71,423,"1991-02-17 2020-03-02",,,,
2021-02-23,-3.8,6.21,450,"1991-02-16 2020-03-01",84.88,9.55,450,"1991-02-16 2020-03-01",0.99,5.75,450,"1991-02-16 2020-03-01",30.93,11.82,450,"1991-02-16 2020-03-01",-11.23,6.57,450,"1991-02-16 2020-03-01",58.1,12.85,450,"1991-02-16 2020-03-01",-7.35,6,450,"1991-02-16 2020-03-01",5.41,5.47,450,"1991-02-16 2020-03-01",1.89,3.92,447,"1991-02-16 2020-03-01",1.04,3.2,447,"1991-02-16 2020-03-01",0.88,2.17,449,"1991-02-16 2020-03-01",5.4,6.94,424,"1991-02-16 2020-03-01",,,,
2021-02-22,-3.92,6.22,450,"1991-02-15 2020-02-29",84.84,9.46,450,"1991-02-15 2020-02-29",0.83,5.76,450,"1991-02-15 2020-02-29",30.82,11.64,450,"1991-02-15 2020-02-29",-11.39,6.73,450,"1991-02-15 2020-02-29",58.32,12.85,450,"1991-02-15 2020-02-29",-7.51,6.14,450,"1991-02-15 2020-02-29",5.46,5.47,450,"1991-02-15 2020-02-29",1.86,3.99,447,"1991-02-15 2020-02-29",1.06,3.28,447,"1991-02-15 2020-02-29",0.84,2.13,449,"1991-02-15 2020-02-29",5.5,7.17,424,"1991-02-15 2020-02-29",,,,
2021-02-21,-4.12,6.21,450,"1991-02-14 2020-02-28",84.67,9.51,450,"1991-02-14 2020-02-28",0.62,5.74,450,"1991-02-14 2020-02-28",30.67,11.61,450,"1991-02-14 2020-02-28",-11.56,6.83,450,"1991-02-14 2020-02-28",58.34,12.84,450,"1991-02-14 2020-02-28",-7.65,6.21,450,"1991-02-14 2020-02-28",5.6,5.56,450,"1991-02-14 2020-02-28",1.85,3.95,447,"1991-02-14 2020-02-28",1.03,3.22,447,"1991-02-14 2020-02-28",0.85,2.16,449,"1991-02-14 2020-02-28",5.6,7.41,424,"1991-02-14 2020-02-28",,,,
2021-02-20,-4.29,6.11,450,"1991-02-13 2020-02-27",84.67,9.38,450,"1991-02-13 2020-02-27",0.35,5.71,450,"1991-02-13 2020-02-27",30.92,11.58,450,"1991-02-13 2020-02-27",-11.81,6.82,450,"1991-02-13 2020-02-27",58.41,12.57,450,"1991-02-13 2020-02-27",-7.85,6.19,450,"1991-02-13 2020-02-27",5.77,5.63,450,"1991-02-13 2020-02-27",1.81,3.9,447,"1991-02-13 2020-02-27",0.96,3.13,447,"1991-02-13 2020-02-27",0.89,2.2,449,"1991-02-13 2020-02-27",5.7,7.63,427,"1991-02-13 2020-02-27",,,,
2021-02-19,-4.38,6.05,450,"1991-02-12 2020-02-26",84.72,9.15,450,"1991-02-12 2020-02-26",0.17,5.62,450,"1991-02-12 2020-02-26",31.11,11.57,450,"1991-02-12 2020-02-26",-12.04,6.81,450,"1991-02-12 2020-02-26",58.35,12.1,450,"1991-02-12 2020-02-26",-8.08,6.2,450,"1991-02-12 2020-02-26",5.92,5.68,450,"1991-02-12 2020-02-26",1.78,3.84,447,"1991-02-12 2020-02-26",0.94,3.12,447,"1991-02-12 2020-02-26",0.9,2.17,449,"1991-02-12 2020-02-26",5.7,7.73,429,"1991-02-12 2020-02-26",,,,
2021-02-18,-4.45,6.08,450,"1991-02-11 2020-02-25",84.66,9.08,450,"1991-02-11 2020-02-25",0.01,5.58,450,"1991-02-11 2020-02-25",31.24,11.51,450,"1991-02-11 2020-02-25",-12.23,6.88,450,"1991-02-11 2020-02-25",58.45,11.93,450,"1991-02-11 2020-02-25",-8.27,6.25,450,"1991-02-11 2020-02-25",5.92,5.58,450,"1991-02-11 2020-02-25",1.72,3.89,447,"1991-02-11 2020-02-25",0.95,3.29,447,"1991-02-11 2020-02-25",0.82,2.04,449,"1991-02-11 2020-02-25",5.9,7.85,430,"1991-02-11 2020-02-25",,,,
2021-02-17,-4.54,6.01,450,"1991-02-10 2020-02-24",84.78,8.96,450,"1991-02-10 2020-02-24",-0.12,5.46,450,"1991-02-10 2020-02-24",31.11,11.43,450,"1991-02-10 2020-02-24",-12.33,6.85,450,"1991-02-10 2020-02-24",58.61,11.85,450,"1991-02-10 2020-02-24",-8.38,6.2,450,"1991-02-10 2020-02-24",5.91,5.56,450,"1991-02-10 2020-02-24",1.67,3.83,447,"1991-02-10 2020-02-24",0.88,3.19,447,"1991-02-10 2020-02-24",0.84,2.07,449,"1991-02-10 2020-02-24",6,7.98,431,"1991-02-10 2020-02-20",,,,
2021-02-16,-4.68,6.04,450,"1991-02-09 2020-02-23",84.71,8.85,450,"1991-02-09 2020-02-23",-0.27,5.51,450,"1991-02-09 2020-02-23",31.04,11.26,450,"1991-02-09 2020-02-23",-12.42,6.8,450,"1991-02-09 2020-02-23",58.94,11.93,450,"1991-02-09 2020-02-23",-8.53,6.13,450,"1991-02-09 2020-02-23",5.94,5.58,450,"1991-02-09 2020-02-23",1.62,3.76,447,"1991-02-09 2020-02-23",0.8,3.1,447,"1991-02-09 2020-02-23",0.86,2.13,449,"1991-02-09 2020-02-23",6.1,8.1,434,"1991-02-09 2020-02-20",,,,
2021-02-15,-4.81,6.02,450,"1991-02-08 2020-02-22",84.78,8.58,450,"1991-02-08 2020-02-22",-0.46,5.48,450,"1991-02-08 2020-02-22",31.03,11.19,450,"1991-02-08 2020-02-22",-12.61,6.73,450,"1991-02-08 2020-02-22",59.15,11.79,450,"1991-02-08 2020-02-22",-8.72,6.08,450,"1991-02-08 2020-02-22",6.08,5.61,450,"1991-02-08 2020-02-22",1.74,4.29,445,"1991-02-08 2020-02-22",0.83,3.16,445,"1991-02-08 2020-02-22",0.96,2.64,448,"1991-02-08 2020-02-22",6.3,8.17,437,"1991-02-08 2020-02-20",,,,
2021-02-14,-4.89,6.01,450,"1991-02-07 2020-02-21",84.94,8.26,450,"1991-02-07 2020-02-21",-0.59,5.48,450,"1991-02-07 2020-02-21",31.17,10.99,450,"1991-02-07 2020-02-21",-12.67,6.68,450,"1991-02-07 2020-02-21",59.36,11.51,450,"1991-02-07 2020-02-21",-8.84,6.05,450,"1991-02-07 2020-02-21",6.08,5.65,450,"1991-02-07 2020-02-21",1.74,4.29,446,"1991-02-07 2020-02-21",0.84,3.22,446,"1991-02-07 2020-02-21",0.96,2.62,448,"1991-02-07 2020-02-21",6.4,8.32,440,"1991-02-07 2020-02-20",,,,
2021-02-13,-5.17,5.92,450,"1991-02-06 2020-02-20",84.83,8.14,450,"1991-02-06 2020-02-20",-0.85,5.42,450,"1991-02-06 2020-02-20",31.1,10.91,450,"1991-02-06 2020-02-20",-12.8,6.64,450,"1991-02-06 2020-02-20",59.54,11.23,450,"1991-02-06 2020-02-20",-9.01,6.05,450,"1991-02-06 2020-02-20",6.22,5.68,450,"1991-02-06 2020-02-20",1.75,4.46,447,"1991-02-06 2020-02-20",0.78,3.1,447,"1991-02-06 2020-02-20",1.02,2.94,449,"1991-02-06 2020-02-20",6.6,8.49,444,"1991-02-06 2020-02-20",,,,
2021-02-12,-5.36,5.83,450,"1991-02-05 2020-02-19",84.75,8.06,450,"1991-02-05 2020-02-19",-1.07,5.35,450,"1991-02-05 2020-02-19",31.21,10.96,450,"1991-02-05 2020-02-19",-13.11,6.54,450,"1991-02-05 2020-02-19",59.39,11.01,450,"1991-02-05 2020-02-19",-9.26,5.99,450,"1991-02-05 2020-02-19",6.28,5.76,450,"1991-02-05 2020-02-19",1.69,4.41,447,"1991-02-05 2020-02-19",0.71,3,447,"1991-02-05 2020-02-19",1.05,3.03,449,"1991-02-05 2020-02-19",6.7,8.6,445,"1991-02-05 2020-02-19",,,,
2021-02-11,-5.44,5.81,450,"1991-02-04 2020-02-18",84.82,7.99,450,"1991-02-04 2020-02-18",-1.21,5.29,450,"1991-02-04 2020-02-18",31.39,11.09,450,"1991-02-04 2020-02-18",-13.19,6.48,450,"1991-02-04 2020-02-18",59.36,10.9,450,"1991-02-04 2020-02-18",-9.36,5.98,450,"1991-02-04 2020-02-18",6.21,5.72,450,"1991-02-04 2020-02-18",1.76,4.51,448,"1991-02-04 2020-02-18",0.74,3.1,448,"1991-02-04 2020-02-18",1.08,3.03,449,"1991-02-04 2020-02-18",6.8,8.7,444,"1991-02-04 2020-02-18",,,,
2021-02-10,-5.42,5.77,450,"1991-02-03 2020-02-17",84.9,7.84,450,"1991-02-03 2020-02-17",-1.2,5.25,450,"1991-02-03 2020-02-17",31.1,10.92,450,"1991-02-03 2020-02-17",-13.11,6.52,450,"1991-02-03 2020-02-17",59.49,10.71,450,"1991-02-03 2020-02-17",-9.32,6,450,"1991-02-03 2020-02-17",6.16,5.73,450,"1991-02-03 2020-02-17",1.75,4.52,448,"1991-02-03 2020-02-17",0.77,3.16,448,"1991-02-03 2020-02-17",1.04,3.01,449,"1991-02-03 2020-02-17",6.9,8.82,443,"1991-02-03 2020-02-17",,,,
2021-02-09,-5.46,5.77,450,"1991-02-02 2020-02-16",84.93,7.81,450,"1991-02-02 2020-02-16",-1.25,5.27,450,"1991-02-02 2020-02-16",30.98,10.82,450,"1991-02-02 2020-02-16",-13.08,6.55,450,"1991-02-02 2020-02-16",59.75,10.7,450,"1991-02-02 2020-02-16",-9.32,6.03,450,"1991-02-02 2020-02-16",6.19,5.76,450,"1991-02-02 2020-02-16",1.69,4.33,448,"1991-02-02 2020-02-16",0.68,2.86,448,"1991-02-02 2020-02-16",1.08,3.08,449,"1991-02-02 2020-02-16",6.9,8.83,443,"1991-02-02 2020-02-16",,,,
2021-02-08,-5.42,5.79,450,"1991-02-01 2020-02-15",84.99,7.7,450,"1991-02-01 2020-02-15",-1.22,5.29,450,"1991-02-01 2020-02-15",31.11,11.04,450,"1991-02-01 2020-02-15",-13.06,6.51,450,"1991-02-01 2020-02-15",59.83,10.54,450,"1991-02-01 2020-02-15",-9.3,5.98,450,"1991-02-01 2020-02-15",6.44,5.83,450,"1991-02-01 2020-02-15",1.65,4.34,448,"1991-02-01 2020-02-15",0.66,2.8,448,"1991-02-01 2020-02-15",1.06,3.1,449,"1991-02-01 2020-02-15",7.1,8.88,442,"1991-02-01 2020-02-15",,,,
2021-02-07,-5.44,5.79,450,"1991-01-31 2020-02-14",85.12,7.64,450,"1991-01-31 2020-02-14",-1.26,5.26,450,"1991-01-31 2020-02-14",30.96,11.14,450,"1991-01-31 2020-02-14",-13.04,6.43,450,"1991-01-31 2020-02-14",60.08,10.46,450,"1991-01-31 2020-02-14",-9.33,5.94,450,"1991-01-31 2020-02-14",6.34,5.83,450,"1991-01-31 2020-02-14",1.64,4.3,448,"1991-01-31 2020-02-14",0.61,2.66,448,"1991-01-31 2020-02-14",1.1,3.19,449,"1991-01-31 2020-02-14",7.1,8.94,441,"1991-01-31 2020-02-14",,,,
