ListId,Status ,DaysOnMarket,GrossFloorArea,AdjustedLivingArea,PropertyType,HOAFee,PropertyTax,Bedrooms,Bathrooms,YearBuilt,GarageSpace,Address,Area,City,Province,Latitude,Longitude,ListPrice
356,Available,17,500,440,Condo,2860,3252,1,1,2019,1,6 WOODY VINEWAY WAY,Bayview Village,Toronto,ON,43.788269,-79.368301,529000
357,Available,93,650,572,Condo,3380,3682,1,1,2012,1,84 MUIRHEAD RD,Pleasant View,Toronto,ON,43.780949,-79.339569,599000
358,Available,47,1801,1441,Detached,3590,2581,4,3,2000,2,#1101 - 335 MILL RD,Eringate - Centennial - West Deane,Toronto,ON,43.639858,-79.584564,419900
359,Available,73,841,740,Condo,3080,2182,2,1,2006,1,#2611 - 88 CORPORATE DR,Woburn,Toronto,ON,43.780956,-79.249779,355000
360,Available,80,646,568,Condo,2470,4088,1,1,2009,1,114 MEIGHEN AVE,Woodbine Gardens,Toronto,ON,43.703903,-79.295723,665000
361,Available,31,1668,1334,Semi-Detached,3620,4788,3,2,2008,2,821 B OXFORD ST,Mimico,Toronto,ON,43.621113,-79.507195,778900
362,Available,106,868,764,Condo,3080,3005,2,1,2011,1,132 ELVASTON DR,Victoria Village,Toronto,ON,43.728958,-79.315933,488800
363,Available,72,1932,1546,Detached,3810,1838,4,3,2002,2,#2102 - 155 BEECROFT RD,Willowdale,Toronto,ON,43.765537,-79.413155,299000
364,Available,108,535,471,Condo,3290,1900,1,1,2016,1,#1010 - 3043 FINCH WEST AVE,Emery,Toronto,ON,43.747166,-79.564651,309000
365,Available,43,2092,1674,Detached,3650,5527,4,3,1994,2,571 CUMMER AVE,Newtonbrook,Toronto,ON,43.793625,-79.387253,899000
366,Available,68,803,707,Condo,3240,4653,2,1,2005,1,31 VESSEL CRES,Port Union,Toronto,ON,43.777721,-79.137276,756900
367,Available,15,1538,1230,Detached,3440,2287,4,3,2001,2,#109 - 165 CHEROKEE BLVD,Pleasant View,Toronto,ON,43.792374,-79.336693,372000
368,Available,52,811,714,Condo,2520,2883,2,1,2012,1,37 GEMINI RD,Bayview Woods - Steeles,Toronto,ON,43.788219,-79.388046,469000
369,Available,69,894,787,Condo,3090,3129,2,1,2009,1,7 OVIDA AVE,Eatonville,Toronto,ON,43.635109,-79.543159,509000
370,Available,84,859,756,Condo,2500,1967,2,1,2010,1,#E 508 - 555 WILSON AVE,Wilson Heights,Toronto,ON,43.734035,-79.447968,319900
371,Available,116,1365,1092,Semi-Detached,3650,3197,3,2,2008,2,#49 - 49 HENDON AVE,Newtonbrook,Toronto,ON,43.780727,-79.419991,520000
372,Available,63,2195,1756,Detached,3460,2059,4,3,2003,2,#1008 - 5 NORTHTOWN WAY,Willowdale,Toronto,ON,43.774994,-79.413467,335000
373,Available,65,525,462,Condo,2890,2613,1,1,2013,1,#2504 - 2220 LAKE SHORE BLVD W,Mimico,Toronto,ON,43.62273,-79.483192,425000
374,Available,112,711,626,Condo,2620,2342,2,1,2007,1,#108 - 275 BAMBURGH CIRC,Steeles,Toronto,ON,43.81361,-79.32341,381000
375,Available,120,2177,1742,Detached,3470,2078,4,3,2002,2,#1202 - 185 BONIS AVE,Tam O'Shanter,Toronto,ON,43.785805,-79.292114,338000
376,Available,56,1729,1383,Detached,3410,1838,4,3,2000,2,#2208 - 100 ANTIBES DR,Newtonbrook,Toronto,ON,43.780666,-79.446335,299000
377,Available,67,1716,1373,Detached,3750,2090,4,3,1999,2,#509 - 525 WILSON AVE,Wilson Heights,Toronto,ON,43.734478,-79.446472,339900
378,Available,63,1402,1122,Semi-Detached,3620,4912,3,2,2006,2,80 HEPSCOTT TERR,L'Amoreaux,Toronto,ON,43.793324,-79.327263,799000
379,Available,51,1402,1122,Semi-Detached,3710,3381,3,2,2007,2,#27 - 242 JOHN GARLAND BLVD,Rexdale,Toronto,ON,43.73354,-79.592949,550000
380,Available,89,570,502,Condo,3320,5096,1,1,2010,1,7 LANDOUR AVE,Silverthorn,Toronto,ON,43.687645,-79.477287,829000
381,Available,103,765,673,Condo,3130,3375,2,1,2004,1,4937 DUNDAS ST W,Islington,Toronto,ON,43.648006,-79.529228,549000
382,Available,79,574,505,Condo,2990,2551,1,1,2014,1,90 GLEN PARK AVE,Midtown Toronto,Toronto,ON,43.711784,-79.43515,415000
383,Available,101,1484,1187,Semi-Detached,3460,4113,3,2,2004,2,#1210 - 275 BAMBURGH CIRC,Steeles,Toronto,ON,43.81361,-79.32341,669000
384,Available,73,555,488,Condo,2460,2582,1,1,2012,1,225 ATLAS AVE,Midtown Toronto,Toronto,ON,43.688213,-79.433723,420000
385,Available,117,1595,1276,Detached,3590,2797,4,3,2001,2,108 AYLESWORTH AVE,Birch Cliff,Toronto,ON,43.701328,-79.264549,455000
386,Available,88,5156,4125,Detached,4310,7992,6,4,1993,3,567 MELROSE AVE,Nortown,Toronto,ON,43.727737,-79.42942,1300000
387,Available,95,1260,1008,Semi-Detached,3430,4113,3,2,2007,2,55 LAURIE SHEPWAY WAY,Don Valley Village,Toronto,ON,43.773926,-79.361595,669000
388,Available,46,552,486,Condo,2900,3682,1,1,2018,1,33 PUMA DR,L'Amoreaux,Toronto,ON,43.802258,-79.298607,599000
389,Available,79,804,708,Condo,2610,2704,2,1,2012,1,#155 - 68 DRIFTWOOD AVE,Jane and Finch,Toronto,ON,43.753849,-79.513535,439900
390,Available,65,768,676,Condo,3170,3535,2,1,2009,1,17 WHITBREAD CRES,Jane and Finch,Toronto,ON,43.74192,-79.509659,575000
391,Available,57,3150,2520,Detached,3690,5222,5,4,1994,3,36 CASTLEBAR RD,The Queensway,Toronto,ON,43.631695,-79.510124,849500
392,Available,118,521,458,Condo,2760,2157,1,1,2015,1,92 BLANTYRE AVE,Birch Cliff,Toronto,ON,43.678131,-79.280182,350900
393,Available,24,568,500,Condo,2750,2121,1,1,2013,1,#27 -46 - 30 IRONSIDE CRES,Armdale,Toronto,ON,43.825054,-79.246819,345000
394,Available,55,634,558,Condo,2490,1955,1,1,2013,1,#302 - 801 SHEPPARD AVE W,Wilson Heights,Toronto,ON,43.752892,-79.449783,318000
395,Available,106,1428,1142,Semi-Detached,3450,5213,3,2,2003,2,#601 - 1888 BAYVIEW AVE,Midtown Toronto,Toronto,ON,43.717461,-79.37886,848000
396,Available,40,1765,1412,Detached,3720,2458,4,3,2000,2,#2308 - 88 SHEPPARD AVE E,Willowdale,Toronto,ON,43.763969,-79.407013,399800
397,Available,108,589,518,Condo,3020,1690,1,1,2015,1,#827 - 2 EVA RD,Eatonville,Toronto,ON,43.639694,-79.563148,274900
398,Available,108,1855,1484,Detached,3810,2471,4,3,1994,2,#711 - 125 PETER ST,Downtown,Toronto,ON,43.648296,-79.392952,401900
399,Available,18,575,506,Condo,3350,2390,1,1,2012,1,#1702 - 210 SIMCOE ST,Downtown,Toronto,ON,43.652451,-79.388931,388800
400,Available,76,802,706,Condo,2590,3688,2,1,2011,1,63 COUNCIL CRES,Jane and Finch,Toronto,ON,43.759514,-79.491844,599900
401,Available,75,596,524,Condo,3360,2939,1,1,2019,1,#1508 - 121 MCMAHON DR,Bayview Village,Toronto,ON,43.767746,-79.370918,478000
402,Available,10,622,547,Condo,2450,2195,1,1,2012,1,#738 - 650 LAWRENCE AVE W,Lawrence Heights,Toronto,ON,43.717121,-79.441757,357000
403,Available,75,1382,1106,Semi-Detached,3570,3651,3,2,2004,2,#3501 - 70 TEMPERANCE ST,Downtown,Toronto,ON,43.650372,-79.382347,593900
404,Available,90,1719,1375,Semi-Detached,3570,2797,3,2,2002,2,#108 - 525 WILSON AVE,Wilson Heights,Toronto,ON,43.734478,-79.446472,455000
405,Available,96,800,704,Condo,2910,2453,2,1,2004,1,#1902 - 35 HOLLYWOOD AVE,Willowdale,Toronto,ON,43.765842,-79.410057,399000
406,Available,113,538,473,Condo,2480,2576,1,1,2009,1,#1414 - 85 BLOOR ST E,Downtown,Toronto,ON,43.670372,-79.384468,419000
407,Available,40,1271,1017,Semi-Detached,3820,2692,3,2,2001,2,#2607 - 2200 LAKESHORE BLVD,Mimico,Toronto,ON,43.622883,-79.481972,437888
408,Available,61,575,506,Condo,2470,1408,1,1,2014,1,#1207 - 2550 LAWRENCE AVE E,Dorset Park,Toronto,ON,43.751743,-79.266388,229000
409,Available,45,633,557,Condo,3300,3057,1,1,2009,1,#207 - 55 ANN O&#39;REILLY RD,Port Hope,Toronto,ON,43.960762,-78.323914,497250
410,Available,12,877,772,Condo,2970,1865,2,1,2004,1,#111 - 215 FORT YORK BLVD,Niagara,Toronto,ON,43.636345,-79.404808,303400
411,Available,92,792,697,Condo,3200,3068,2,1,2012,1,#3511 - 14 YORK ST,Downtown,Toronto,ON,43.641788,-79.381874,499000
412,Available,86,801,705,Condo,3190,4789,2,1,2012,1,25 DELABO DR,York University Heights,Toronto,ON,43.76524,-79.502808,779000
413,Available,39,1838,1470,Detached,3620,2581,4,3,1996,2,#5014 - 70 TEMPERANCE ST,Downtown,Toronto,ON,43.650372,-79.382347,419900
414,Available,46,1143,1006,Condo,3280,2920,3,2,2004,2,#3105 - 33 SINGER CRT,Bayview Village,Toronto,ON,43.769611,-79.368416,475000
415,Available,91,1524,1219,Detached,3490,3621,4,3,2003,2,#602 - 11 BOGERT AVE,Lansing,Toronto,ON,43.760517,-79.411743,589000
416,Available,63,602,530,Condo,3270,5532,1,1,2018,1,9 ANTELOPE DR,Rouge,Toronto,ON,43.808025,-79.189018,899900
417,Available,71,561,494,Condo,2410,3062,1,1,2012,1,278 BETTY ANN DR N,Willowdale,Toronto,ON,43.765755,-79.433098,498000
418,Available,56,781,687,Condo,2500,2397,2,1,2005,1,#711 - 6 EVA RD,Eatonville,Toronto,ON,43.640301,-79.562302,389900
419,Available,90,1533,1226,Detached,3590,2324,4,3,2003,2,#3103 - 28 TED ROGERS WAY,Downtown,Toronto,ON,43.670547,-79.380585,378000
420,Available,28,3607,2886,Detached,4240,3441,5,4,1997,3,#2702 - 101 CHARLES ST E,Downtown,Toronto,ON,43.669643,-79.380608,559800
421,Available,108,1760,1408,Detached,3650,4230,4,3,2002,2,#Th 40 - 31 CONEFLOWER CRES,Newtonbrook,Toronto,ON,43.778427,-79.450531,688000
422,Available,61,885,779,Condo,2490,2704,2,1,2011,1,#2316 - 700 HUMBERWOOD BLVD,Rexdale,Toronto,ON,43.724766,-79.616486,439900
423,Available,46,1446,1157,Semi-Detached,3820,3492,3,2,1999,2,#1905 - 17 Anndale Dr,Willowdale,Toronto,ON,43.760136,-79.40789,568000
424,Available,70,1709,1367,Detached,3650,3910,4,3,2001,2,#305 - 39 Shank St,King West Village,Toronto,ON,43.642071,-79.414581,636000
425,Available,94,594,523,Condo,2700,3682,1,1,2010,1,9 Andrew Ave,Cliffcrest,Toronto,ON,43.721256,-79.245033,599000
426,Available,114,4239,3391,Detached,3560,2029,5,4,1996,3,#1815 - 150 Sudbury St,Little Portugal,Toronto,ON,43.641529,-79.424118,330000
427,Available,41,1615,1292,Semi-Detached,3870,5840,3,2,2006,2,23 Kenton Dr,Newtonbrook,Toronto,ON,43.778614,-79.441551,949900
428,Available,27,576,507,Condo,3240,3660,1,1,2010,1,385 Oaklawn Crescent,Orléans,Ottawa,ON,45.465637,-75.488403,339900
429,Available,90,3193,2554,Detached,3670,6782,5,4,1997,3,124 Breezehill Avenue,Ottawa,Ottawa,ON,45.404568,-75.718109,629900
430,Available,73,564,496,Condo,2920,3432,1,1,2013,1,206 Gray Crescent,Kanata,Ottawa,ON,45.317345,-75.898247,318800
431,Available,64,559,492,Condo,3220,3203,1,1,2013,1,1201 OHIO STREET UNIT#107,Alta Vista,Ottawa,ON,45.384857,-75.673737,297500
432,Available,53,582,512,Condo,2900,4090,1,1,2019,1,1141 AMBLESIDE DRIVE,Ottawa,Ottawa,ON,45.372601,-75.781059,379900
433,Available,44,1284,1027,Semi-Detached,3570,3121,3,2,2006,2,1085 BORDEN SIDE ROAD,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen,Ottawa,ON,45.354012,-75.705315,289900
434,Available,112,1504,1203,Detached,3600,5586,4,3,2000,2,2546 NEEDHAM CRESCENT,Alta Vista,Ottawa,ON,45.371815,-75.667976,518800
435,Available,24,856,753,Condo,3020,2895,2,1,2005,1,3205 UPLANDS DRIVE UNIT#31,Hunt Club East - Western Community,Ottawa,ON,45.350307,-75.679619,268900
436,Available,39,805,708,Condo,3030,2249,2,1,2008,1,180 YORK STREET UNIT#806,Byward Market,Ottawa,ON,45.42968,-75.68856,208900
437,Available,89,1615,1292,Semi-Detached,3820,6406,3,2,2004,2,1015 CARLING AVENUE,Civic Hospital - Experimental Farm - Central Park,Ottawa,ON,45.393551,-75.717422,595000
438,Available,113,1254,1003,Semi-Detached,3760,2584,3,2,1999,2,200 BAY STREET UNIT#501,Byward Market - Parliament Hill,Ottawa,ON,45.416851,-75.705475,240000
439,Available,73,3998,3198,Detached,3990,4833,6,4,1989,3,75 ARLINGTON AVENUE,Centretown,Ottawa,ON,45.409275,-75.69487,448888
440,Available,14,1650,1320,Semi-Detached,3770,3121,3,2,2006,2,62 ESTERLAWN PRIVATE,Carlingwood West - Glabar Park - McKellar Heights,Ottawa,ON,45.368946,-75.767921,289900
441,Available,55,524,461,Condo,2810,8280,1,1,2018,1,176 GLADSTONE AVENUE,Centretown,Ottawa,ON,45.415016,-75.686661,769000
442,Available,35,729,642,Condo,2910,4199,2,1,2006,1,238 BESSERER STREET UNIT#414,Ottawa,Ottawa,ON,45.427834,-75.685471,390000
443,Available,108,1859,1487,Detached,3840,5382,4,3,2000,2,1387 ORILLIA STREET,Alta Vista,Ottawa,ON,45.385185,-75.66465,499900
444,Available,59,547,481,Condo,3020,5373,1,1,2011,1,1838 PEPPERGRASS ROAD,Orléans,Ottawa,ON,45.480251,-75.465752,499000
445,Available,42,610,537,Condo,2560,2755,1,1,2018,1,449 SADAR PRIVATE,Munster Hamlet - Richmond,Ottawa,ON,45.263744,-75.776192,255900
446,Available,105,818,720,Condo,3040,8505,2,1,2012,1,2954 PRINCE OF WALES DRIVE,Greenbelt,Ottawa,ON,45.298073,-75.70182,789900
447,Available,37,761,670,Condo,2500,2670,2,1,2012,1,2111 MONTREAL ROAD UNIT#89,Beacon Hill North,Ottawa,ON,45.449188,-75.591904,248000
448,Available,38,589,518,Condo,3350,4511,1,1,2010,1,1635 FRENETTE STREET,Orléans,Ottawa,ON,45.47591,-75.465561,419000
449,Available,65,1351,1081,Semi-Detached,3740,9648,3,2,2007,2,1 DELONG DRIVE,Ottawa,Ottawa,ON,45.453053,-75.608871,989000
450,Available,95,1252,1002,Semi-Detached,3720,3542,3,2,2006,2,770 PAUL METIVIER DRIVE,New Barrhaven,Ottawa,ON,45.265137,-75.734337,329000
451,Available,32,634,558,Condo,3290,4198,1,1,2010,1,925 BEAUCLAIRE DRIVE,Orléans,Ottawa,ON,45.486462,-75.528824,389900
452,Available,43,879,774,Condo,2840,3014,2,1,2009,1,6163 RED WILLOW DRIVE,Orléans,Ottawa,ON,45.451088,-75.531372,279900
453,Available,69,709,624,Condo,2790,3519,2,1,2007,1,374 BALINROAN CRESCENT,New Barrhaven,Ottawa,ON,45.268707,-75.732681,326800
454,Available,47,813,715,Condo,2900,6674,2,1,2006,1,81 BARONESS DRIVE,Greenbelt,Ottawa,ON,45.290211,-75.706245,619900
455,Available,42,1335,1068,Semi-Detached,3740,7375,3,2,2008,2,20 COACHMAN CRESCENT,Stittsville,Ottawa,ON,45.256332,-75.936829,685000
456,Available,64,1776,1421,Semi-Detached,3460,3229,3,2,2006,2,2423 ORIENT PARK DRIVE,Blackburn Hamlet,Ottawa,ON,45.433681,-75.552895,299900
457,Available,107,569,501,Condo,2150,4249,1,1,2018,1,1356 COLONIAL ROAD,Navan,Ottawa,ON,45.422504,-75.418571,424900
458,Available,53,618,544,Condo,2250,2849,1,1,2009,1,1042 AVIGNON COURT,Orleans,Orleans,ON,45.48325,-75.532013,284900
459,Available,86,1570,1256,Semi-Detached,3470,3199,3,2,2008,2,1139 ST EMMANUEL STREET,Orleans,Orleans,ON,45.47718,-75.540764,319900
460,Available,86,846,744,Condo,2720,4306,2,1,2007,1,5745 ANDRASI CRESCENT,Osgoode,Ottawa,ON,45.15126,-75.59787,399900
461,Available,90,4274,3419,Detached,3650,3250,6,4,1989,3,120 DELANEY DRIVE,Carp,Ottawa,ON,45.29409,-76.075279,325000
462,Available,28,725,638,Condo,2850,6999,2,1,2008,1,818 ROCKSON CRESCENT,Stittsville,Ottawa,ON,45.246834,-75.926735,899900
463,Available,29,734,646,Condo,3340,3444,2,1,2011,1,408 BRECKENRIDGE CRESCENT,Kanata,Ottawa,ON,45.355247,-75.935486,319900
464,Available,49,837,737,Condo,2450,2590,2,1,2013,1,2 MCCONNELL AVENUE,Cornwall,Cornwall,ON,45.016449,-74.707817,259000
465,Available,34,802,706,Condo,2820,3219,2,1,2010,1,1051 Glidden Av,Riverside,Windsor,ON,42.324234,-82.962349,179900
466,Available,76,1624,1299,Semi-Detached,3590,3933,3,2,2004,2,2211 CURRY,South Cameron,Windsor,ON,42.281033,-83.036537,219800
467,Available,52,1208,966,Semi-Detached,3580,4919,3,2,2000,2,2427 HOWARD,South Central,Windsor,ON,42.293015,-83.014435,274900
468,Available,62,781,687,Condo,2460,3309,2,1,2009,1,456 LAPORTE,Riverside,Windsor,ON,42.335136,-82.942261,184900
469,Available,28,2059,1647,Detached,3670,6977,4,3,1999,2,675 BRAZIL,Remington Park,Windsor,ON,42.28986,-83.01046,389900
470,Available,103,817,719,Condo,3070,2235,2,1,2012,1,1361 CAMPBELL,University,Windsor,ON,42.295723,-83.049179,124900
471,Available,81,1545,1236,Detached,3790,5187,4,3,1998,2,1565 VILLA MARIA  S,Roseland,Windsor,ON,42.247417,-83.015579,289900
472,Available,12,1556,1245,Semi-Detached,3800,5009,3,2,2008,2,1049 LENA AV,Sandwich,Windsor,ON,42.294823,-83.066208,279900
473,Available,51,1978,1582,Detached,3790,2235,4,3,1996,2,1557 LINCOLN,Walkerville,Windsor,ON,42.306332,-83.00634,124900
474,Available,102,526,463,Condo,2600,2145,1,1,2019,1,1515 GLADSTONE,Walkerville,Windsor,ON,42.30711,-83.008003,119900
475,Available,37,786,692,Condo,2660,4114,2,1,2010,1,950 ELLROSE,East Windsor,Windsor,ON,42.322353,-82.979439,229900
476,Available,52,527,464,Condo,2640,7068,1,1,2017,1,1260 -64 WYANDOTTE  E,Walkerville,Windsor,ON,42.320396,-83.019547,395000
477,Available,109,587,517,Condo,2650,5187,1,1,2016,1,1829 DOMINION,South Cameron,Windsor,ON,42.287998,-83.038437,289900
478,Available,19,526,463,Condo,2540,9661,1,1,2012,1,4140 ROSELAND  W,Roseland,Windsor,ON,42.249111,-83.009056,539900
479,Available,51,648,570,Condo,2790,2004,1,1,2012,1,472 BRIDGE,University,Windsor,ON,42.308056,-83.058739,112000
480,Available,20,560,493,Condo,2570,4689,1,1,2011,1,455 Hyde Park Rd,Oakridge,London,ON,42.966244,-81.315643,349900
481,Available,47,1447,1158,Semi-Detached,3420,3617,3,2,2005,2,1360 Glenora Dr,Stoneybrook,London,ON,43.033077,-81.239372,269900
482,Available,106,1474,1179,Semi-Detached,3680,4823,3,2,2003,2,90 DELAWARE Street,Hamilton Road,London,ON,42.975544,-81.20118,359900
483,Available,38,2134,1707,Detached,3900,3483,4,3,2003,2,2129 NORTH ROUTLEDGE PK,Hyde Park,London,ON,43.003849,-81.333084,259900
484,Available,62,1279,1023,Semi-Detached,3550,1996,3,2,2001,2,9 - 141 CONDOR Court,Argyle,London,ON,42.988762,-81.176979,148900
485,Available,17,761,670,Condo,2480,2143,2,1,2004,1,401 - 570 WILLIAM Street,Central London,London,ON,42.993401,-81.236397,159900
486,Available,71,2841,2273,Detached,3470,3490,5,4,1996,3,559 HWY,Parry Sound,Parry Sound,ON,45.440887,-80.131989,349000
487,Available,75,634,558,Condo,2660,3215,1,1,2013,1,35 - 340 AMBLESIDE Drive,Masonville,London,ON,43.020699,-81.298203,239900
488,Available,55,1638,1310,Semi-Detached,3820,5124,3,2,2008,2,5991 LUNDY&#39;S Lane,Niagara Falls,Niagara Falls,ON,43.089775,-79.093605,399000
489,Available,99,737,649,Condo,3270,2118,2,1,2009,1,3955 Portage Road,Niagara Falls,Niagara Falls,ON,43.116062,-79.099495,164900
490,Available,69,624,549,Condo,2740,3057,1,1,2010,1,4719 EPWORTH Circle,Niagara Falls,Niagara Falls,ON,43.098534,-79.069298,238000
491,Available,97,771,678,Condo,3210,3852,2,1,2006,1,7813 BEAVERDAMS Road,Niagara Falls,Niagara Falls,ON,43.09145,-79.126511,299900
492,Available,110,1475,1180,Semi-Detached,3510,4494,3,2,2004,2,6617 FREDERICA Street,Niagara Falls,Niagara Falls,ON,43.094986,-79.105583,349900
493,Available,120,1906,1525,Detached,3870,3659,4,3,2001,2,28 5070 DRUMMOND Road,Niagara Falls,Niagara Falls,ON,43.100479,-79.098167,284900
494,Available,23,1961,1569,Detached,3860,2054,4,3,2000,2,6175 Skinner Street,Niagara Falls,Niagara Falls,ON,43.074432,-79.096474,159900
495,Available,39,1279,1023,Semi-Detached,3820,7705,3,2,2005,2,1710 Garner Road,Niagara Falls,Niagara Falls,ON,43.145245,-79.149513,599900
496,Available,115,571,502,Condo,2200,1991,1,1,2009,1,3710 Main Street,Niagara Falls,Niagara Falls,ON,43.058968,-79.050613,155000
497,Available,91,748,658,Condo,2820,2888,2,1,2009,1,303 6928 AILANTHUS Avenue,Niagara Falls,Niagara Falls,ON,43.075092,-79.088997,224900
498,Available,91,625,550,Condo,2690,3827,1,1,2010,1,5026 CENTRE Street,Niagara Falls,Niagara Falls,ON,43.092335,-79.077042,298000
499,Available,39,583,513,Condo,2280,4622,1,1,2019,1,8174 ORCHARD GROVE Parkway,Niagara Falls,Niagara Falls,ON,43.092018,-79.134216,359900
500,Available,62,571,502,Condo,2730,4108,1,1,2013,1,3282 Cattell Drive,Niagara Falls,Niagara Falls,ON,43.05563,-79.042099,319900
501,Available,92,887,781,Condo,3030,4108,2,1,2012,1,4340 Seneca Street,Niagara Falls,Niagara Falls,ON,43.100246,-79.064995,319900
502,Available,113,1271,1017,Semi-Detached,3550,4521,3,2,2008,2,6697 SPENCE Street,Niagara Falls,Niagara Falls,ON,43.088139,-79.10675,352000
503,Available,96,601,529,Condo,2520,6240,1,1,2019,1,8674 MCGARRY Drive,Niagara Falls,Niagara Falls,ON,43.072556,-79.143013,485900
504,Available,120,584,514,Condo,2320,2824,1,1,2009,1,7700 Thomas Street,Niagara Falls,Niagara Falls,ON,43.056118,-79.064247,219900
505,Available,118,505,444,Condo,2720,4469,1,1,2013,1,9440 Eagle Ridge Drive,Niagara Falls,Niagara Falls,ON,43.089443,-79.158173,348000
506,Available,17,866,762,Condo,2860,2556,2,1,2006,1,4727 Jepson Street,Niagara Falls,Niagara Falls,ON,43.100815,-79.071495,199000
507,Available,86,551,485,Condo,2880,3724,1,1,2010,1,6118 Kelsey Crescent,Niagara Falls,Niagara Falls,ON,43.084431,-79.137497,289990
508,Available,79,645,568,Condo,2270,4131,1,1,2013,1,147 UNIVERSITY Avenue E,Waterloo,Waterloo,ON,43.480255,-80.513916,379900
509,Available,10,550,484,Condo,2350,3698,1,1,2010,1,#Cp625 - 330 PHILLIP ST,Waterloo,Waterloo,ON,43.47644,-80.538872,340000
510,Available,21,2139,1711,Detached,3470,5383,4,3,1999,2,300 Pilgrim Circle,Waterloo,Waterloo,ON,43.499935,-80.512299,495000
511,Available,116,574,505,Condo,2310,2175,1,1,2016,1,596 Regal Place,Waterloo,Waterloo,ON,43.477161,-80.604462,200000
512,Available,77,581,511,Condo,2920,4349,1,1,2009,1,6 Willow Street,Waterloo,Waterloo,ON,43.465473,-80.516914,399900
513,Available,16,1518,1214,Semi-Detached,3850,8101,3,2,2003,2,452 Ainsworth Court,Beechwood,Waterloo,ON,43.455589,-80.560898,744900
514,Available,57,1621,1297,Semi-Detached,3890,5003,3,2,2006,2,196 ALEXANDRA Avenue,Waterloo,Waterloo,ON,43.457123,-80.531189,460000
515,Available,88,606,533,Condo,2890,3914,1,1,2009,1,305 MAVERICK Street,Waterloo,Waterloo,ON,43.500134,-80.491669,359900
516,Available,71,831,731,Condo,3220,4013,2,1,2007,1,764 ZERMATT DR,Waterloo,Waterloo,ON,43.455921,-80.575035,369000
517,Available,54,817,719,Condo,2980,3696,2,1,2006,1,478 Lausanne Crescent,Waterloo,Waterloo,ON,43.453083,-80.575584,339900
518,Available,42,762,671,Condo,2820,4513,2,1,2010,1,#T2 -210- 330 PHILLIP ST,Waterloo,Waterloo,ON,43.47644,-80.538872,415000
519,Available,106,578,509,Condo,2280,2990,1,1,2011,1,522 Beechwood Drive,Beechwood,Waterloo,ON,43.451122,-80.562279,274900
520,Available,92,1716,1373,Semi-Detached,3500,7602,3,2,2007,2,115 Roslin Avenue,Waterloo,Waterloo,ON,43.455444,-80.526154,699000
521,Available,99,4478,3582,Detached,4250,7792,5,4,1998,3,191 King Street,Waterloo,Waterloo,ON,43.459396,-80.518845,716500
522,Available,38,581,511,Condo,2480,2447,1,1,2017,1,647 Albert Street,Waterloo,Waterloo,ON,43.491013,-80.540924,225000
523,Available,78,579,510,Condo,2180,2393,1,1,2017,1,# L18 Regal Place,Waterloo,Waterloo,ON,43.477406,-80.603355,220000
524,Available,96,1292,1034,Semi-Detached,3880,6524,3,2,2000,2,324 Tealby Crescent,Waterloo,Waterloo,ON,43.490051,-80.523369,599900
525,Available,14,772,679,Condo,2410,2718,2,1,2009,1,776 Laurelwood Drive,Waterloo,Waterloo,ON,43.470776,-80.598259,249900
526,Available,15,1673,1338,Semi-Detached,3410,3752,3,2,2002,2,176 Cavelletti Court,Waterloo,Waterloo,ON,43.489429,-80.484985,345000
527,Available,18,1302,1042,Semi-Detached,3760,4404,3,2,2006,2,279 GLENRIDGE Place,Waterloo,Waterloo,ON,43.485199,-80.511269,405000
528,Available,43,530,466,Condo,2300,1262,1,1,2017,1,130 Marshall Street,Waterloo,Waterloo,ON,43.475807,-80.515541,116000
529,Available,83,724,637,Condo,2910,7068,2,1,2007,1,472 Kingsmill Court,Beechwood,Waterloo,ON,43.46368,-80.569458,649900
530,Available,91,1336,1069,Semi-Detached,3600,3588,3,2,2007,2,986 Creekside Drive,Waterloo,Waterloo,ON,43.471558,-80.599762,329900
531,Available,68,630,554,Condo,2150,2337,1,1,2016,1,413 Bairstow Crescent,Waterloo,Waterloo,ON,43.492432,-80.508278,214900
532,Available,67,1293,1034,Semi-Detached,3830,8156,3,2,2006,2,395 Cavendish Drive,Laurelwood,Waterloo,ON,43.463894,-80.579041,750000
533,Available,52,1719,1375,Detached,3660,3696,4,3,1995,2,425 Grangewood Drive,Waterloo,Waterloo,ON,43.492649,-80.500488,339900
534,Available,43,882,776,Condo,3380,4131,2,1,2012,1,642 Ellesmere Court,Waterloo,Waterloo,ON,43.496864,-80.572464,379900
535,Available,113,2131,1705,Detached,3450,5427,4,3,1994,2,138 Stonehaven Drive,Waterloo,Waterloo,ON,43.444149,-80.544327,499000
536,Available,43,3319,2655,Detached,3970,9244,5,4,1995,3,lot #4 Regal Place,Waterloo,Waterloo,ON,43.477406,-80.603355,850000
537,Available,88,534,470,Condo,2670,5598,1,1,2019,1,405 Cider Mill Drive,Waterloo,Waterloo,ON,43.525036,-80.495377,514771
538,Available,51,866,762,Condo,3010,7602,2,1,2013,1,562 FOREST GATE CRES,Waterloo,Waterloo,ON,43.47673,-80.596878,699000
539,Available,61,1392,1114,Semi-Detached,3850,4055,3,2,1999,2,138 Windale Cres,Laurentian Hills,Kitchener,ON,43.421047,-80.507317,364999
